X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-4.190000e-05,2.000000e-09
0,2.12e-01,6.00e-01,
1,2.20e-01,6.00e-01,
2,2.16e-01,-2.25e-05,
3,2.16e-01,4.00e-01,
4,2.12e-01,6.00e-01,
5,2.20e-01,6.00e-01,
6,2.16e-01,4.00e-01,
7,2.20e-01,4.00e-01,
8,2.12e-01,6.00e-01,
9,2.24e-01,6.00e-01,
10,2.16e-01,-2.25e-05,
11,2.16e-01,4.00e-01,
12,2.16e-01,6.00e-01,
13,2.20e-01,6.00e-01,
14,2.16e-01,4.00e-01,
15,2.20e-01,4.00e-01,
16,2.12e-01,6.00e-01,
17,2.20e-01,6.00e-01,
18,2.16e-01,-2.25e-05,
19,2.16e-01,6.00e-01,
20,2.20e-01,6.00e-01,
21,2.20e-01,6.00e-01,
22,2.12e-01,4.00e-01,
23,2.16e-01,4.00e-01,
24,2.16e-01,6.00e-01,
25,2.28e-01,6.00e-01,
26,2.20e-01,4.00e-01,
27,2.16e-01,4.00e-01,
28,2.12e-01,6.00e-01,
29,2.24e-01,6.00e-01,
30,2.20e-01,4.00e-01,
31,2.20e-01,4.00e-01,
32,2.16e-01,6.00e-01,
33,2.20e-01,6.00e-01,
34,2.20e-01,4.00e-01,
35,2.20e-01,4.00e-01,
36,2.16e-01,6.00e-01,
37,2.24e-01,6.00e-01,
38,2.16e-01,4.00e-01,
39,2.20e-01,6.00e-01,
40,2.16e-01,6.00e-01,
41,2.20e-01,6.00e-01,
42,2.16e-01,-2.25e-05,
43,2.20e-01,4.00e-01,
44,2.16e-01,6.00e-01,
45,2.28e-01,6.00e-01,
46,2.20e-01,6.00e-01,
47,2.20e-01,6.00e-01,
48,2.16e-01,6.00e-01,
49,2.28e-01,6.00e-01,
50,2.20e-01,4.00e-01,
51,2.20e-01,4.00e-01,
52,2.16e-01,6.00e-01,
53,2.24e-01,6.00e-01,
54,2.20e-01,4.00e-01,
55,2.24e-01,6.00e-01,
56,2.20e-01,6.00e-01,
57,2.24e-01,6.00e-01,
58,2.16e-01,4.00e-01,
59,2.20e-01,4.00e-01,
60,2.20e-01,6.00e-01,
61,2.28e-01,6.00e-01,
62,2.20e-01,4.00e-01,
63,2.20e-01,6.00e-01,
